brand,line,tone,cruelty_free,brl_price,usd_price,eur_price,hex_code,rgb_red,rgb_green,rgb_blue,lab_l,lab_a,lab_b,closest_mst,tone_level
Adversa,Base Líquida Matte Vegana,050,True,21.0,,,#F5C097,245,192,151,81.48281842508403,13.660913402630593,27.930896158628183,5,light
Adversa,Base Líquida Matte Vegana,100,True,21.0,,,#FDD39B,253,211,155,86.9183445127505,7.31372428890853,33.23745312319488,5,light
Adversa,Base Líquida Matte Vegana,150,True,21.0,,,#F2C991,242,201,145,83.282688367163,7.118944510411951,33.407592925046025,5,light
Adversa,Base Líquida Matte Vegana,200,True,21.0,,,#F9C685,249,198,133,83.03237440187348,10.225558191450268,39.37873500075085,5,light
Adversa,Base Líquida Matte Vegana,250,True,21.0,,,#F2C27A,242,194,122,81.21919734534693,8.490119604025015,42.52320579940818,5,light
Adversa,Base Líquida Matte Vegana,300,True,21.0,,,#E5B56F,229,181,111,76.5915027545216,9.066797002396877,42.04920087254072,5,light
Adversa,Base Líquida Matte Vegana,350,True,21.0,,,#E8B676,232,182,118,77.23417462111435,10.38778948406166,39.34390691624235,5,light
Adversa,Base Líquida Matte Vegana,360,True,21.0,,,#F2BA70,242,186,112,79.13770005833148,11.821879127299262,44.97255247346772,5,light
Adversa,Base Líquida Matte Vegana,400,True,21.0,,,#BD763E,189,118,62,56.21323245293013,22.749754465032133,41.72169092501461,6,dark
Adversa,Base Líquida Matte Vegana,450,True,21.0,,,#C4762F,196,118,47,56.97800782443103,24.951612075286626,50.021280743406805,6,dark
Adversa,Base Líquida Matte Vegana,500,True,21.0,,,#B56B30,181,107,48,52.45840643869285,24.629046887746146,44.30228277840017,7,dark
Adversa,Base Líquida Matte Vegana,550,True,21.0,,,#8E3B01,142,59,1,35.7565596308919,32.699400929766114,46.35556898981309,7,dark
Adversa,Base Líquida Matte Vegana,600,True,21.0,,,#661F01,102,31,1,23.0250027176303,30.600696386990617,33.27555378684479,8,dark
Adversa,Base Líquida Matte Vegana,700,True,21.0,,,#632B07,99,43,7,24.94067386614996,23.14781244762587,32.54398789846925,8,dark
Adversa,Base Líquida Matte Vegana,800,True,21.0,,,#3D0902,61,9,2,10.499007043588383,24.578742812387063,15.520363208550783,10,dark
Anastasia Beverly Hills,Luminous Foundation,100N,True,205.0,,,#E9D7C3,233,215,195,86.9308889411525,2.9830513514043644,12.10485274233597,2,light
Anastasia Beverly Hills,Luminous Foundation,110C,True,205.0,,,#EAD9C5,234,217,197,87.5579504526368,2.6137146519362164,11.954523625295945,2,light
Anastasia Beverly Hills,Luminous Foundation,120W,True,205.0,,,#F6D2AE,246,210,174,86.37705094705495,7.422778405939412,22.52875931662055,5,light
Anastasia Beverly Hills,Luminous Foundation,130N,True,205.0,,,#E7D3BB,231,211,187,85.58787436707928,3.128362999755385,14.397602016381184,4,light
Anastasia Beverly Hills,Luminous Foundation,140N,True,205.0,,,#F3D4B8,243,212,184,86.8022292501491,6.59914029413089,17.832219850638698,5,light
Anastasia Beverly Hills,Luminous Foundation,150W,True,205.0,,,#F7D0A9,247,208,169,85.88252413897649,8.206032512010742,24.481623012157705,5,light
Anastasia Beverly Hills,Luminous Foundation,160C,True,205.0,,,#F2D7BA,242,215,186,87.49700954357024,4.952608169676964,17.741198987817608,5,light
Anastasia Beverly Hills,Luminous Foundation,200W,True,205.0,,,#F6CDA1,246,205,161,84.91002000424965,8.40955750344613,27.325317731300316,5,light
Anastasia Beverly Hills,Luminous Foundation,210N,True,205.0,,,#F2CCA7,242,204,167,84.40889849477517,8.137280113330592,23.43872150845896,5,light
Anastasia Beverly Hills,Luminous Foundation,220N,True,205.0,,,#F1CAA3,241,202,163,83.75084655896039,8.29967123870018,24.625955460661885,5,light
Anastasia Beverly Hills,Luminous Foundation,230N,True,205.0,,,#ECBF96,236,191,150,80.34722188811956,10.574876820118206,26.778832764393343,5,light
Anastasia Beverly Hills,Luminous Foundation,240N,True,205.0,,,#F0BD8E,240,189,142,80.10968901044673,12.29275968082022,30.74299644929368,5,light
Anastasia Beverly Hills,Luminous Foundation,250C,True,205.0,,,#EBC392,235,195,146,81.16481422022106,7.621574394458486,29.962465847435247,5,light
Anastasia Beverly Hills,Luminous Foundation,260N,True,205.0,,,#E1BA8F,225,186,143,77.94007106950673,8.094304965634402,27.06225329437448,5,light
Anastasia Beverly Hills,Luminous Foundation,270C,True,205.0,,,#E3BC85,227,188,133,78.45744117595935,6.703967369407204,33.04661397751389,5,light
Anastasia Beverly Hills,Luminous Foundation,290C,True,205.0,,,#DBB47D,219,180,125,75.56628049550564,6.879640271865995,33.315882289988075,5,light
Anastasia Beverly Hills,Luminous Foundation,300C,True,205.0,,,#DCB07F,220,176,127,74.69892213317557,9.623478468991363,31.14746905447736,5,light
Anastasia Beverly Hills,Luminous Foundation,305N,True,205.0,,,#E2B685,226,182,133,76.8724794834933,9.478179000753816,30.946530062222344,5,light
Anastasia Beverly Hills,Luminous Foundation,310C,True,205.0,,,#DAA677,218,166,119,71.90099183621668,13.33716847223182,31.69796206623323,6,dark
Anastasia Beverly Hills,Luminous Foundation,315N,True,205.0,,,#D6A980,214,169,128,72.3835446452223,11.075185376106356,27.44406078854949,6,dark
Anastasia Beverly Hills,Luminous Foundation,320N,True,205.0,,,#D8A47C,216,164,124,71.28747201731902,14.129038533389204,28.175874673610668,6,dark
Anastasia Beverly Hills,Luminous Foundation,330W,True,205.0,,,#D59B6B,213,155,107,68.49879428246776,16.062538475312692,33.59830447770848,6,dark
Anastasia Beverly Hills,Luminous Foundation,332C,True,205.0,,,#D1A171,209,161,113,69.63951768799052,11.763174090412445,31.77973767189748,6,dark
Anastasia Beverly Hills,Luminous Foundation,335W,True,205.0,,,#D49864,212,152,100,67.55802734526821,16.642839381200258,36.1025166161141,6,dark
Anastasia Beverly Hills,Luminous Foundation,340C,True,205.0,,,#CE9967,206,153,103,67.19101844601572,13.892774318763012,33.90879633297581,6,dark
Anastasia Beverly Hills,Luminous Foundation,345C,True,205.0,,,#D3955C,211,149,92,66.61053158196646,17.1843797872146,39.10720309802728,6,dark
Anastasia Beverly Hills,Luminous Foundation,350C,True,205.0,,,#C58A60,197,138,96,62.41779032912692,17.713566373855237,31.39294247199851,6,dark
Anastasia Beverly Hills,Luminous Foundation,355N,True,205.0,,,#C08A5C,192,138,92,61.79019161778551,15.260884621202395,32.64901546600536,6,dark
Anastasia Beverly Hills,Luminous Foundation,360C,True,205.0,,,#C68649,198,134,73,61.25446216365312,18.488658253464628,42.16987115070068,6,dark
Anastasia Beverly Hills,Luminous Foundation,365C,True,205.0,,,#B97D49,185,125,73,57.52505156931797,17.91624198723174,37.398338079106274,6,dark
Anastasia Beverly Hills,Luminous Foundation,370W,True,205.0,,,#B7763E,183,118,62,55.45526513552864,20.187034709816697,40.65979978357834,6,dark
Anastasia Beverly Hills,Luminous Foundation,400N,True,205.0,,,#B06F37,176,111,55,52.81409822802965,20.63731294555665,41.02400059253169,6,dark
Anastasia Beverly Hills,Luminous Foundation,410C,True,205.0,,,#A46832,164,104,50,49.52627424813002,19.043337812536308,39.4988726315187,6,dark
Anastasia Beverly Hills,Luminous Foundation,420C,True,205.0,,,#996335,153,99,53,46.91438905297819,17.228542488980423,34.60088120760878,7,dark
Anastasia Beverly Hills,Luminous Foundation,430W,True,205.0,,,#A56631,165,102,49,49.161254987638,20.55372783622811,39.64428169678799,7,dark
Anastasia Beverly Hills,Luminous Foundation,440C,True,205.0,,,#94592D,148,89,45,43.69948980905804,20.234535721258105,35.04808494612463,7,dark
Anastasia Beverly Hills,Luminous Foundation,450C,True,205.0,,,#885425,136,84,37,40.750542760667,17.275561010774542,35.545933796839755,7,dark
Anastasia Beverly Hills,Luminous Foundation,470C,True,205.0,,,#81461C,129,70,28,36.237666811666735,21.802438729855933,35.116323668772424,7,dark
Anastasia Beverly Hills,Luminous Foundation,480C,True,205.0,,,#76421B,118,66,27,33.62182862931212,19.107045819320795,32.42420387235575,7,dark
Anastasia Beverly Hills,Luminous Foundation,490W,True,205.0,,,#753D18,117,61,24,32.22693609403844,21.4481693713324,32.50233821076205,7,dark
Anastasia Beverly Hills,Luminous Foundation,500C,True,205.0,,,#6B3916,107,57,22,29.689856613225068,19.143150620447745,30.46636520798978,8,dark
Anastasia Beverly Hills,Luminous Foundation,510W,True,205.0,,,#592A10,89,42,16,23.059170645752523,19.50543911187494,26.003383607211973,8,dark
Anastasia Beverly Hills,Luminous Foundation,520W,True,205.0,,,#542A12,84,42,18,22.24840717944961,17.26136949134313,23.753332076276973,8,dark
Anastasia Beverly Hills,Luminous Foundation,530N,True,205.0,,,#682F12,104,47,18,26.79282333993716,23.470230595520945,29.50464409579798,8,dark
Anastasia Beverly Hills,Luminous Foundation,540W,True,205.0,,,#562610,86,38,16,21.588715680975888,20.515110649112767,24.300156058437015,8,dark
Anastasia Beverly Hills,Luminous Foundation,550W,True,205.0,,,#401D09,64,29,9,15.427689572833057,15.250257389770288,19.37338268521349,10,dark
Anastasia Beverly Hills,Luminous Foundation,560W,True,205.0,,,#48220F,72,34,15,18.17245111931191,16.32703504543792,20.3186377248756,9,dark
Anastasia Beverly Hills,Luminous Foundation,570N,True,205.0,,,#431B0F,67,27,15,15.549615735654758,18.303557881797104,16.894987977419795,10,dark
Anastasia Beverly Hills,Luminous Foundation,580W,True,205.0,,,#36180D,54,24,13,12.395151562624523,13.795589653688184,13.32220453970111,10,dark
Anastasia Beverly Hills,Luminous Foundation,590C,True,205.0,,,#31190D,49,25,13,11.806482815706756,10.568290457706436,12.377934278692432,10,dark
Armani Beauty,Luminous Silk,"1.5 - FAIR, NEUTRAL",False,340.17,69.0,,#E4B181,228,177,129,75.77704119789928,12.506591949332236,31.654114875396843,5,light
Armani Beauty,Luminous Silk,"10 - DEEP, GOLDEN",False,340.17,69.0,,#A15B2B,161,91,43,45.95463908262207,24.6683746559242,39.07101127877341,7,dark
Armani Beauty,Luminous Silk,"11 - DEEP, OLIVE",False,340.17,69.0,,#99511C,153,81,28,42.37255355753863,26.126218331309797,42.31863141073301,7,dark
Armani Beauty,Luminous Silk,"11.5 - DEEP, PEACH",False,340.17,69.0,,#8B4A25,139,74,37,38.76210725183096,24.3850916991836,33.52036215013129,7,dark
Armani Beauty,Luminous Silk,"11.75 - DEEP, PINK",False,340.17,69.0,,#9A4D1E,154,77,30,41.64675300580855,28.83215829433408,40.7593388121837,7,dark
Armani Beauty,Luminous Silk,"12 - DEEP, RED",False,340.17,69.0,,#9B5631,155,86,49,44.01312770996879,25.22927373473671,33.50264456562368,7,dark
Armani Beauty,Luminous Silk,"13 - DEEP, NEUTRAL",False,340.17,69.0,,#8E4A24,142,74,36,39.20217477967294,25.63284850941519,34.663006305799314,7,dark
Armani Beauty,Luminous Silk,"13.25 - VERY DEEP, GOLDEN",False,340.17,69.0,,#925326,146,83,38,41.90497861729494,22.38627301781021,36.67817640204082,7,dark
Armani Beauty,Luminous Silk,"13.5 - VERY DEEP, PINK",False,340.17,69.0,,#7D2E20,125,46,32,30.44650212697624,33.421959034803606,26.488291172334588,8,dark
Armani Beauty,Luminous Silk,"14 - VERY DEEP, OLIVE",False,340.17,69.0,,#7E4327,126,67,39,35.19713097065169,22.821272288660904,27.85990039860113,7,dark
Armani Beauty,Luminous Silk,"15 - VERY DEEP, NEUTRAL",False,340.17,69.0,,#5F2013,95,32,19,21.993120461571717,27.8998329289816,23.450418594202965,8,dark
Armani Beauty,Luminous Silk,"2 - FAIR, PEACH",False,340.17,69.0,,#E6B98E,230,185,142,78.15514726352941,10.472791677614724,27.96412944268829,5,light
Armani Beauty,Luminous Silk,"3 - VERY FAIR, GOLDEN",False,340.17,69.0,,#EFC498,239,196,152,81.89231776655765,9.347104014231167,27.85595664505378,5,light
Armani Beauty,Luminous Silk,"3.5 - LIGHT TO MEDIUM, OLIVE",False,340.17,69.0,,#DEA267,222,162,103,71.11286785470261,15.62995674284473,39.20275513661873,6,dark
Armani Beauty,Luminous Silk,"3.75 - VERY FAIR, PINK",False,340.17,69.0,,#EDB691,237,182,145,78.17346079517185,15.143662013113456,26.51614579095336,6,dark
Armani Beauty,Luminous Silk,"3.8 - FAIR, GOLDEN",False,340.17,69.0,,#E7B278,231,178,120,76.18458013591383,12.28721858930948,36.95821200182925,5,light
Armani Beauty,Luminous Silk,"4 - LIGHT, GOLDEN",False,340.17,69.0,,#E5B580,229,181,128,76.84010508559973,10.67946443156126,33.5883420641663,5,light
Armani Beauty,Luminous Silk,"4.25 - LIGHT, PEACH",False,340.17,69.0,,#EDAD77,237,173,119,75.59189473044773,17.265063203146635,36.85049933325673,6,dark
Armani Beauty,Luminous Silk,"4.5 - LIGHT TO MEDIUM, NEUTRAL",False,340.17,69.0,,#EBB285,235,178,133,76.79930938927554,15.177410206621332,31.016411852099512,6,dark
Armani Beauty,Luminous Silk,"4.75 - LIGHT, PINK",False,340.17,69.0,,#EAB189,234,177,137,76.52443766046649,15.735964112698452,28.510864370153733,6,dark
Armani Beauty,Luminous Silk,"5 - LIGHT, NEUTRAL",False,340.17,69.0,,#E2AE82,226,174,130,74.85942985783852,13.411578510546974,29.87834819885389,6,dark
Armani Beauty,Luminous Silk,"5.1 -  LIGHT TO MEDIUM, PINK",False,340.17,69.0,,#D69B72,214,155,114,68.71929628168542,17.145400600359075,30.14868655672633,6,dark
Armani Beauty,Luminous Silk,"5.2 - LIGHT TO MEDIUM, PEACH",False,340.17,69.0,,#DF9D6D,223,157,109,70.11179629736908,19.24444250928875,34.81696095629398,6,dark
Armani Beauty,Luminous Silk,"5.25 - MEDIUM, PINK",False,340.17,69.0,,#D4986D,212,152,109,67.6949134754049,17.46768659481701,31.47113752582593,6,dark
Armani Beauty,Luminous Silk,"5.5 - MEDIUM, PEACH",False,340.17,69.0,,#C48056,196,128,86,59.75120450616291,21.916203331523665,33.44184675843201,7,dark
Armani Beauty,Luminous Silk,"5.75 - LIGHT TO MEDIUM, GOLDEN",False,340.17,69.0,,#E1A266,225,162,102,71.4258434924899,16.77903179082474,40.18014374570913,6,dark
Armani Beauty,Luminous Silk,"5.8 - MEDIUM, GOLDEN",False,340.17,69.0,,#DE9347,222,147,71,67.16790638864586,21.435087276928837,50.588720082056696,6,dark
Armani Beauty,Luminous Silk,"5.9 - MEDIUM, NEUTRAL",False,340.17,69.0,,#CB9265,203,146,101,65.11770163910437,16.280023545693634,32.270766915753924,6,dark
Armani Beauty,Luminous Silk,"6 - MEDIUM, OLIVE",False,340.17,69.0,,#CC965C,204,150,92,66.078002370804,13.717141476238092,38.278632418732215,6,dark
Armani Beauty,Luminous Silk,"6.25 - MEDIUM TO TAN, GOLDEN",False,340.17,69.0,,#D29455,210,148,85,66.166603172651,16.770154000502025,42.16049115768398,6,dark
Armani Beauty,Luminous Silk,"6.5 - MEDIUM TO TAN, NEUTRAL",False,340.17,69.0,,#D39860,211,152,96,67.39094576412626,15.88659011787774,37.976039177468856,6,dark
Armani Beauty,Luminous Silk,"7 - MEDIUM TO TAN, PEACH",False,340.17,69.0,,#BE8353,190,131,83,59.71314497802251,17.502790529167534,34.85844850708561,6,dark
Armani Beauty,Luminous Silk,"7.5 - TAN, PEACH",False,340.17,69.0,,#CA8A42,202,138,66,62.616400422592974,17.561154361139476,47.31185803136459,6,dark
Armani Beauty,Luminous Silk,"7.75 - TAN, GOLDEN",False,340.17,69.0,,#E29440,226,148,64,67.81497398029236,22.209132504779404,54.65713181416662,6,dark
Armani Beauty,Luminous Silk,"7.8 TAN, OLIVE",False,340.17,69.0,,#B37A4F,179,122,79,56.15669283426317,17.50785203672639,32.338044052373995,7,dark
Armani Beauty,Luminous Silk,"8 - TAN, NEUTRAL",False,340.17,69.0,,#B87D4C,184,125,76,57.4448703575554,17.71924550693338,35.67735907720725,6,dark
Armani Beauty,Luminous Silk,"8.25 - TAN, PINK",False,340.17,69.0,,#C9845E,201,132,94,61.420841952949445,22.472348093978745,31.309054530590764,7,dark
Armani Beauty,Luminous Silk,"8.5 - TAN TO DEEP, PEACH",False,340.17,69.0,,#AF621E,175,98,30,49.429247213523226,26.278371885108232,49.10545510718028,7,dark
Armani Beauty,Luminous Silk,"8.75 - TAN TO DEEP, GOLDEN",False,340.17,69.0,,#C5752A,197,117,42,56.84319020553245,25.717959464024887,52.10938983617008,6,dark
Armani Beauty,Luminous Silk,"9 - TAN TO DEEP, OLIVE",False,340.17,69.0,,#B7733B,183,115,59,54.706217337649576,21.66535245788942,41.34802586137879,6,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Almond 22,True,182.41,37.0,,#d39d7f,211,157,127,69.10980024549966,16.244327044033056,23.54333073298076,7,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Aspen 04,True,182.41,37.0,,#fdd1a7,253,209,167,86.6404707245193,9.72558725960415,26.649622974687823,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Butterscotch 15.5,True,182.41,37.0,,#e5b88f,229,184,143,77.83019062381524,10.7242967319518,26.98097474166201,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Cashmere 06,True,182.41,37.0,,#fed3ad,254,211,173,87.32867238399393,9.797677934580197,24.47441871424629,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Chai 26,True,182.41,37.0,,#c07943,192,121,67,57.35546995328804,22.68473805604704,40.55526424501015,7,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Cinnamon 25,True,182.41,37.0,,#b5682a,181,104,42,51.716615954558094,26.002175403493755,46.3771778023394,7,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Cocoa 30,True,182.41,37.0,,#82492c,130,73,44,37.286982780732025,21.4494807002146,27.566581735247865,7,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Cool Beige 10,True,182.41,37.0,,#dcbb9d,220,187,157,77.98824933550775,7.37929661334058,19.586490169007572,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Espresso 27,True,182.41,37.0,,#996036,153,96,54,46.18483090766749,19.019222377926248,33.21110710233184,7,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Fair 01,True,182.41,37.0,,#eecdb5,238,205,181,84.5751398832711,7.973519155383468,16.230019519035864,2,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Fawn 17,True,182.41,37.0,,#d2ac97,210,172,151,73.18230049999367,10.746511850874883,16.010727524654357,2,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Flax 9.5,True,182.41,37.0,,#d7b49b,215,180,155,75.7351049433804,8.919737970118302,17.467173941809634,2,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Golden Ivory 08,True,182.41,37.0,,#e6c095,230,192,149,80.00716263551165,7.594105996014788,26.751348001071484,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Golden Nude 13,True,182.41,37.0,,#e5b58d,229,181,141,77.05961537210695,12.086363408797762,27.00913927307966,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Ivory 02,True,182.41,37.0,,#fedcbf,254,220,191,89.86891024120978,7.484505125415208,18.596630783682343,2,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Latte 24,True,182.41,37.0,,#bd8253,189,130,83,59.35228978293115,17.633687855631575,34.38692823348731,6,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Light Natural 09,True,182.41,37.0,,#e5bfa1,229,191,161,79.89443628737017,9.234866863283177,20.21235642600423,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Linen 10.5,True,182.41,37.0,,#eeb791,238,183,145,78.51467236334753,15.004871085653404,26.992791360415367,6,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Maple 24.5,True,182.41,37.0,,#a96743,169,103,67,50.147398045508055,22.924723193865184,31.27488873336374,7,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Mocha 31,True,182.41,37.0,,#854416,133,68,22,36.328146977988936,24.478111068555297,38.30009093061537,7,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Natural 11,True,182.41,37.0,,#efbd93,239,189,147,80.09784240542695,12.452942040732829,28.07758658727788,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Oak 20,True,182.41,37.0,,#d19f80,209,159,128,69.4067357696284,14.47736330099858,23.362098482729053,7,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Pecan 18,True,182.41,37.0,,#cb9772,203,151,114,66.5553889405603,14.852417745073732,27.08451587654501,6,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Porcelain 0.5,True,182.41,37.0,,#f2d1c0,242,209,192,86.14899838656633,8.927270345290673,12.684549346992302,2,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Sable 21,True,182.41,37.0,,#cf9765,207,151,101,66.77905371157067,15.208930309372091,34.474242471616165,6,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Sandalwood 15,True,182.41,37.0,,#e4b587,228,181,135,76.85618493972021,11.021603039086724,29.904479939041508,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Sandstone 16,True,182.41,37.0,,#e0ac7a,224,172,122,74.03576363027769,12.849670803848523,33.00213202197415,6,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Sateen 05,True,182.41,37.0,,#f3d2b5,243,210,181,86.24874583284246,7.22646713834102,18.636325175594926,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Shell 7.5,True,182.41,37.0,,#e5bfa9,229,191,169,80.05897563836756,10.306003579799938,16.166235896378467,2,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Silk 14,True,182.41,37.0,,#efc19b,239,193,155,81.2142123995883,11.275346028994216,25.358498034440657,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Toffee 19,True,182.41,37.0,,#dca66d,220,166,109,71.95655300880759,13.190129305195695,37.08824004975386,6,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Truffle 29,True,182.41,37.0,,#985c35,152,92,53,45.06464300551168,20.79925226636392,32.41418731018631,7,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Walnut 23,True,182.41,37.0,,#bd8256,189,130,86,59.39564736787649,17.88872460493196,32.817315608254525,6,dark
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Warm Light 07,True,182.41,37.0,,#f4caa2,244,202,162,84.00993093654589,9.3256356875967,25.5497811421628,5,light
Bareminerals,Barepro® Performance Wear Liquid Foundation Spf 20,Warm Natural 12,True,182.41,37.0,,#e4bf9b,228,191,155,79.68424017929881,8.081616060555852,23.10314935777276,5,light
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,1 - Fair cool,False,147.9,30.0,,#f2c298,242,194,152,81.69125016352632,11.56061839560052,27.634562770302207,5,light
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,10 - Deep warm,False,147.9,30.0,,#c5702e,197,112,46,55.74406242610495,28.576576267035197,49.28688669193981,7,dark
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,11 - Dark neutral,False,147.9,30.0,,#bd8561,189,133,97,60.30084395328217,17.247611344099578,27.93702845504953,7,dark
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,12 - Dark warm,False,147.9,30.0,,#9e6232,158,98,50,47.28274729936799,19.81068845952738,36.78692086385903,7,dark
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,2 - Light neutral,False,147.9,30.0,,#edc190,237,193,144,80.82775906338951,9.23052994968321,30.595039331705507,5,light
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,3 - Light neutral warm,False,147.9,30.0,,#f2ba81,242,186,129,79.37568852021462,13.336204974941868,36.604129168615216,5,light
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,4 - Medium neutral,False,147.9,30.0,,#e0af82,224,175,130,74.90118087459386,12.080212207186246,29.896404350205174,5,light
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,5 - Medium neutral warm,False,147.9,30.0,,#edb582,237,181,130,77.67765844922386,14.078114677104567,33.78526262986845,5,light
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,6 - Medium warm,False,147.9,30.0,,#dda777,221,167,119,72.45759992167423,14.013904913621031,32.481826415402004,6,dark
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,7 - Medium-tan neutral,False,147.9,30.0,,#dbaf7f,219,175,127,74.35206173009249,9.755658912910192,30.67334097391594,5,light
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,8 - Tan warm,False,147.9,30.0,,#ce9363,206,147,99,65.66461302748124,16.791143107291685,34.10895657601487,6,dark
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,9 - Deep neutral,False,147.9,30.0,,#b67239,182,114,57,54.319652066590365,21.67201807090313,41.89575358127513,6,dark
Beyoung,Color Second Skin,10N,True,79.9,,,#edcaac,237,202,172,83.56104728268782,7.938527537597162,19.56183167661469,5,light
Beyoung,Color Second Skin,20N,True,79.9,,,#e8c39c,232,195,156,81.06463931294472,7.64311320926997,24.517348997442824,5,light
Beyoung,Color Second Skin,30C,True,79.9,,,#cd9d7f,205,157,127,68.48026839906625,13.850305922776364,22.58568361695903,7,dark
Beyoung,Color Second Skin,40W,True,79.9,,,#b48d6d,180,141,109,61.53184919385775,10.38239436470545,22.71949313174062,6,dark
Beyoung,Color Second Skin,50W,True,79.9,,,#ba8461,186,132,97,59.71334426158264,16.556131222809856,27.10679201634601,7,dark
Beyoung,Color Second Skin,80W,True,79.9,,,#56362b,86,54,43,26.13234712154857,12.87406017019485,12.807008792636507,8,dark
Bruna Tavares,Bt Skin,D10,True,79.9,,,#76381D,118,56,29,31.27615948463404,25.023638535192127,28.834426763294218,8,dark
Bruna Tavares,Bt Skin,D20,True,79.9,,,#6D3320,109,51,32,28.70477554403427,24.13648261846352,23.75858685632669,8,dark
Bruna Tavares,Bt Skin,D30,True,79.9,,,#5A3024,90,48,36,24.999644716263653,17.744065022438388,15.996001627741984,8,dark
Bruna Tavares,Bt Skin,D40,True,79.9,,,#4E1F13,78,31,19,18.57101280329,21.19636199564412,18.72335713854825,8,dark
Bruna Tavares,Bt Skin,D50,True,79.9,,,#431208,67,18,8,13.49402585394856,23.0402584786974,17.38118906681101,10,dark
Bruna Tavares,Bt Skin,D60,True,79.9,,,#3A1F1A,58,31,26,15.24534996025287,12.44432188237868,9.033168198533325,10,dark
Bruna Tavares,Bt Skin,F10,True,79.9,,,#FDF1E6,253,241,230,95.79192890178308,2.199126206923085,6.73688707574529,2,light
Bruna Tavares,Bt Skin,F20,True,79.9,,,#F5E6D5,245,230,213,92.0475384656202,2.3186392663641087,10.10121959638861,2,light
Bruna Tavares,Bt Skin,F30,True,79.9,,,#F3D8BC,243,216,188,87.87159279356023,5.084645252711351,17.229837669491978,4,light
Bruna Tavares,Bt Skin,F40,True,79.9,,,#FAE2BF,250,226,191,90.99835636013194,2.930357185292109,20.11998180755303,4,light
Bruna Tavares,Bt Skin,F50,True,79.9,,,#F9D9B0,249,217,176,88.40085928355201,5.188569414944499,24.30896788882857,5,light
Bruna Tavares,Bt Skin,F60,True,79.9,,,#F0D098,240,208,152,84.94834054041458,3.4838366450310465,31.9575952509412,5,light
Bruna Tavares,Bt Skin,L10,True,79.9,,,#F4CDAA,244,205,170,84.89426804254472,8.755290179124241,22.557658065587137,5,light
Bruna Tavares,Bt Skin,L20,True,79.9,,,#F3BC92,243,188,146,80.23521241325285,14.42949895639012,28.858451793732986,5,light
